! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
!
! ALASKA             16-DEC-13                                                  
CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  ,M
AR,CLINTON MUNI    ,KCCA , CCA  ,      ,35 36N ,092 27W, 157  ,X
AR,CORNING         ,K4M9 , 4M9  ,      ,36 24N ,090 39W,  90  ,X
AR,DE QUEEN        ,KDEQ , DEQ  ,      ,34 03N ,094 24W, 106  ,X
AR,DEQUEEN PROFILER,KDQU , DQU  ,74752 ,34 06N ,094 17W, 195  , 
AR,EL DORADO       ,KELD , ELD  ,      ,33 13N ,092 49W,  81  ,X
AR,FAYETTEVILLE    ,KFYV , FYV  ,      ,36 01N ,094 10W, 379  ,X
AR,FLIPPIN (AWOS)  ,KFLP , FLP  ,      ,36 17N ,092 35W, 219  ,X
AR,FORT SMITH      ,KFSM , FSM  ,72344 ,35 20N ,094 22W, 140  ,X
AR,SLATINGTON MTN. ,KSRX , SRX  ,      ,35 17N ,094 22W, 195  , 
AR,HARRISON        ,KHRO , HRO  ,      ,36 16N ,093 09W, 417  ,X
AR,HOT SPRINGS     ,KHOT , HOT  ,      ,34 29N ,093 06W, 162  ,X
AR,JONESBORO       ,KJBR , JBR  ,      ,35 50N ,090 39W,  79  ,X
AR,LITTLE ROCK     ,KLIT , LIT  ,      ,34 44N ,092 14W,  79  ,X
AR,LITTLE ROCK AFB ,KLRF , LRF  ,      ,34 55N ,092 09W,  95  ,X
AR,MENA INTERMTN   ,KMEZ , MEZ  ,      ,34 33N ,094 12W, 329  ,X
AR,W MEMPHIS MUNI  ,KAWM , AWM  ,      ,35 08N ,090 14W,  65  ,X
AR,MONTICELLO      ,KLLQ , LLQ  ,      ,33 38N ,091 45W,  83  ,X
AR,MOUNT IDA       ,KMWT , MWT  ,      ,34 33N ,093 35W, 214  ,X
AR,MOUNTAIN HOME   ,KBPK , BPK  ,      ,36 22N ,092 28W, 280  ,X
AR,N. LITTLE ROCK  ,KLZK , LZK  ,72340 ,34 50N ,092 16W, 173  ,X
AR,NEWPORT         ,KM19 , M19  ,      ,35 39N ,091 10W,  73  ,X
AR,PINE BLUFF/GRIDR,KPBF , PBF  ,      ,34 11N ,091 56W,  62  ,X
AR,RAZORBACK VOR   ,KRZC , RZC  ,      ,36 15N ,094 07W, 443  , 
AR,ROGERS          ,KROG , ROG  ,      ,36 22N ,094 05W, 415  ,X
AR,RUSSELLVILLE    ,KRUE , RUE  ,      ,35 15N ,093 06W, 115  ,X
AR,SEARCY          ,KSRC , SRC  ,      ,35 13N ,091 44W,  80  ,X
AR,SILOAM SPRING   ,KSLG , SLG  ,      ,36 12N ,094 28W, 300  ,X
AR,SPRINGDALE MUNI ,KASG , ASG  ,      ,36 10N ,094 07W, 412  ,X
AR,STUTTGART       ,KSGT , SGT  ,      ,34 36N ,091 34W,  68  ,X
AR,TEXARKANA       ,KTXK , TXK  ,      ,33 27N ,093 59W, 111  ,X
AR,WALNUT RIDGE    ,KARG , ARG  ,      ,36 07N ,090 55W,  83  ,X
AR,ARKADELPHIA     ,KM89 , M89  ,      ,34 06N ,093 04W,  56  ,Z
AR,FORT CHAFFEE    ,     ,      ,69050 ,35 10N ,094 48W, 143  ,Z
AR,MENA INTERMTN   ,KM39 , M39  ,      ,34 33N ,094 12W, 329  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! AR,ZONA            ,0-APR,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
AZ,PHOENIX/SKY HRBR,KPHX , PHX  ,72278 ,33 26N ,112 01W, 336  ,X
AZ,TUCSON          ,KTUS , TUS  ,      ,32 08N ,110 57W, 776  ,X
AZ,BUCKEYE         ,KBXK , BXK  ,      ,33 25N ,112 41W, 315  ,X
AZ,BULLHEAD CITY   ,KIFP , IFP  ,      ,35 09N ,114 34W, 212  ,X
AZ,CASA GRANDA     ,KCGZ , CGZ  ,      ,32 57N ,111 46W, 446  ,X
AZ,CHANDLER/MESA   ,KIWA , IWA  ,      ,33 18N ,111 39W, 412  ,X
AZ,CHANDLER        ,KCHD , CHD  ,      ,33 16N ,111 49W, 379  ,X
AZ,COCONINO/FLAGSTF,KFSX , FSX  ,      ,34 34N ,111 12W,2261  , 
AZ,COLORADO CITY   ,KAZC , AZC  ,      ,36 58N ,113 01W,1486  ,X
AZ,COOLIDGE MUNI   ,KP08 , P08  ,      ,32 56N ,111 26W, 481  ,X
AZ,DAVIS/TUCSON    ,KDMA , DMA  ,      ,32 10N ,110 52W, 824  ,X
AZ,DOUGLAS BISBEE  ,KDUG , DUG  ,      ,31 28N ,109 35W,1265  ,X
AZ,FLAGSTAFF       ,KFLG , FLG  ,72375 ,35 08N ,111 40W,2134  ,X
AZ,FLAGSTAFF/BELLEM,KFGZ , FGZ  ,72376 ,35 14N ,111 49W,2192  , 
AZ,FORT HUACHUCA   ,KFHU , FHU  ,72273 ,31 35N ,110 21W,1438  ,X
AZ,GILA BEND (AAF) ,KGXF , GXF  ,74724 ,32 52N ,112 43W, 262  ,X
AZ,GLENDALE        ,KGEU , GEU  ,      ,33 32N ,112 18W, 325  ,X
AZ,LUKE AFB/GLENDAL,KLUF , LUF  ,      ,33 31N ,112 22W, 332  ,X
AZ,GOODYEAR MUNICIP,KGYR , GYR  ,      ,33 25N ,112 22W, 295  ,X
AZ,GRAND CANYON    ,KGCN , GCN  ,72378 ,35 57N ,112 09W,2016  ,X
AZ,GRAND CANYON/VAL,K40G , 40G  ,      ,35 38N ,112 09W,1830  ,X
AZ,KINGMAN         ,KIGM , IGM  ,72370 ,35 15N ,113 56W,1032  ,X
AZ,LAKE HAVASU CITY,KHII , HII  ,      ,34 34N ,114 22W, 238  ,X
AZ,MESA/FALCON FLD ,KFFZ , FFZ  ,      ,33 28N ,111 43W, 424  ,X
AZ,NOGALES         ,KOLS , OLS  ,      ,31 25N ,110 51W,1184  ,X
AZ,PAGE            ,KPGA , PGA  ,72371 ,36 55N ,111 27W,1307  ,X
AZ,PAYSON          ,KPAN , PAN  ,      ,34 15N ,111 20W,1572  ,X
AZ,PEACH SPRING    ,KPGS , PGS  ,      ,35 37N ,113 32W,1450  , 
AZ,PHOENIX/DEER VLY,KDVT , DVT  ,      ,33 41N ,112 04W, 443  ,X
AZ,PHOENIX/WFO     ,KPSR , PSR  ,74626 ,33 26N ,112 01W, 342  , 
AZ,PIMA COUNTY/88D ,KEMX , EMX  ,      ,31 54N ,110 38W,1586  , 
AZ,PIONEER AIRFIELD,KALK , ALK  ,      ,31 36N ,110 26W,1453  ,X
AZ,PRESCOTT        ,KPRC , PRC  ,      ,34 39N ,112 25W,1524  ,X
AZ,PRESCOTT(VOR)   ,KDRK , DRK  ,      ,34 42N ,112 29W,1524  , 
AZ,SAFFORD         ,KSAD , SAD  ,      ,32 51N ,109 38W, 962  ,X
AZ,SAN SIMON       ,KSSO , SSO  ,      ,32 16N ,109 15W,1097  , 
AZ,SCOTTSDALE      ,KSDL , SDL  ,      ,33 37N ,111 55W, 447  ,X
AZ,SEDONA          ,KSEZ , SEZ  ,      ,34 51N ,111 47W,1473  ,X
AZ,SHOW LOW MUNICIP,KSOW , SOW  ,      ,34 16N ,110 00W,1954  ,X
AZ,ST. JOHNS       ,KSJN , SJN  ,      ,34 31N ,109 23W,1745  ,X
AZ,TUBA CITY       ,KTBC , TBC  ,      ,36 07N ,111 16W,1538  , 
AZ,TUCSON/WFO      ,KTWC , TWC  ,72274 ,32 14N ,110 57W, 752  , 
AZ,TUCSON/RYAN FLD ,KRYN , RYN  ,      ,32 09N ,111 10W, 737  ,X
AZ,WILLIAMS CLARK  ,KCMR , CMR  ,      ,35 18N ,112 12W,2036  ,X
AZ,WINDOW ROCK     ,KRQE , RQE  ,      ,35 39N ,109 04W,2055  ,X
AZ,WINSLOW         ,KINW , INW  ,72374 ,35 02N ,110 43W,1490  ,X
AZ,YUMA/88D        ,KYUX ,      ,      ,32 30N ,114 39W,  53  , 
AZ,YUMA INTL       ,KYUM , YUM  ,72280 ,32 38N ,114 35W,  63  ,X
AZ,YUMA MCAS       ,KNYL , NYL  ,69960 ,32 38N ,114 37W,  65  ,X
AZ,YUMA PRVG GROUN ,K1Y7 , 1Y7  ,74004 ,32 30N ,114 24W, 231  , 
AZ,YUMA PRVG GROUN ,     ,      ,69031 ,32 30N ,114 24W, 231  , 
AZ,YUMA (VOR)      ,KBZA , BZA  ,      ,32 46N ,114 36W,  63  , 
AZ,GILA BEND (AAF) ,KGBN , GBN  ,      ,32 52N ,112 43W, 262  ,Z
AZ,NOGALES         ,K13A , 13A  ,      ,31 25N ,110 51W,1198  ,Z
AZ,PAYSON          ,K0E4 , 0E4  ,      ,34 13N ,111 19W,1498  ,Z
AZ,SAFFORD         ,KE74 , E74  ,      ,32 49N ,109 41W, 900  ,Z
AZ,SHOW LOW        ,KE03 , E03  ,      ,34 15N ,110 02W,1955  ,Z
AZ,TUBA CITY       ,KT03 , T03  ,      ,36 06N ,111 23W,1400  ,Z
AZ,WINDOW ROCK     ,KP34 , P34  ,      ,35 39N ,109 04W,2055  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! CA,IFORNIA         ,3-DEC,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
CA,ALAMEDA NAS     ,KNGZ , NGZ  ,74506 ,37 46N ,122 19W,   4  ,X
CA,ALTURAS         ,KAAT , AAT  ,      ,41 29N ,120 34W,1331  ,X
CA,APPLE VALLEY    ,KAPV , APV  ,      ,34 34N ,117 11W, 934  ,X
CA,ARCATA/EUREKA   ,KACV , ACV  ,      ,40 59N ,124 06W,  67  ,X
CA,AUBURN MUNI     ,KAUN , AUN  ,      ,38 57N ,121 05W, 467  ,X
CA,AVALON          ,KAVX , AVX  ,72292 ,33 24N ,118 25W, 482  ,X
CA,BAKERSFIELD     ,KBFL , BFL  ,72384 ,35 26N ,119 03W, 151  ,X
CA,BAKERSFIELD(VOR),KEHF , EHF  ,      ,35 29N ,119 06W, 151  , 
CA,BEALE AFB/MARYSV,KBAB , BAB  ,      ,39 07N ,121 25W,  34  ,X
CA,BEALE/ORO DAM   ,KBBX , BBX  ,      ,39 30N ,121 38W,  53  , 
CA,BEAUMONT        ,KBUO , BUO  ,      ,33 55N ,116 58W, 692  ,X
CA,BIG BEAR CITY   ,KL35 , L35  ,      ,34 16N ,116 51W,2059  ,X
CA,BICYCLE LAKE    ,KBYS , BYS  ,74611 ,35 17N ,116 37W, 716  ,X
CA,BISHOP          ,KBIH , BIH  ,72480 ,37 22N ,118 21W,1253  ,X
CA,BLYTHE          ,KBLH , BLH  ,      ,33 37N ,114 43W, 119  ,X
CA,BRIDGEPORT      ,KO57 , O57  ,      ,38 16N ,119 13W,1973  ,X
CA,BRIDGEPORT(MCMWT,KBAN ,      ,      ,38 21N ,119 31W,2057  ,X
CA,BURBANK         ,KBUR , BUR  ,72288 ,34 12N ,118 22W, 217  ,X
CA,BURNEY          ,KBNY , BNY  ,      ,40 52N ,121 40W, 957  ,X
CA,CALEXICO INTL   ,KCXL , CXL  ,      ,32 40N ,115 30W,   1  ,X
CA,CAMARILLO       ,KCMA , CMA  ,      ,34 13N ,119 06W,  23  ,X
CA,CAMP PENDLETON  ,KNFG , NFG  ,      ,33 17N ,117 20W,  24  ,X
CA,CAMP ROBERTS    ,KSYL , SYL  ,      ,35 45N ,120 42W, 220  , 
CA,CAMPO           ,KCZZ , CZZ  ,      ,32 38N ,116 28W, 807  ,X
CA,CARLSBAD        ,KCRQ , CRQ  ,      ,33 08N ,117 17W,  99  ,X
CA,CHICO MUNICIPAL ,KCIC , CIC  ,72497 ,39 47N ,121 50W,  73  ,X
CA,CHINA LAKE (NAF),KNID , NID  ,74612 ,35 40N ,117 40W, 696  ,X
CA,CHINO           ,KCNO , CNO  ,      ,33 59N ,117 37W, 207  ,X
CA,COLUMBIA        ,KO22 , O22  ,      ,38 02N ,120 25W, 646  ,X
CA,CONCORD         ,KCCR , CCR  ,      ,38 00N ,122 03W,  11  ,X
CA,CORONA MUNI     ,KAJO , AJO  ,      ,33 54N ,117 36W, 163  ,X
CA,CRESCENT CITY   ,KCEC , CEC  ,      ,41 46N ,124 13W,  17  ,X
CA,DAGGETT         ,KDAG , DAG  ,      ,34 51N ,116 47W, 587  ,X
CA,DAVIS           ,KEDU , EDU  ,      ,38 32N ,121 47W,  21  ,X
CA,EDWARDS AFB     ,KEDW , EDW  ,72381 ,34 53N ,117 52W, 702  ,X
CA,EDWARDS AFB/88D ,KEYX , EYX  ,      ,35 06N ,117 34W, 840  , 
CA,EDWARDS N-AUX   ,K9L2 , 9L2  ,      ,34 58N ,117 52W, 701  ,X
CA,EL CENTRO NAF   ,KNJK , NJK  ,72281 ,32 49N ,115 40W, -13  ,X
CA,EL MONTE        ,KEMT , EMT  ,74704 ,34 04N ,118 01W,  90  ,X
CA,EMIGRANT GAP    ,KBLU , BLU  ,      ,39 17N ,120 42W,1609  ,X
CA,EUREKA/MURRAY   ,KEKA , EKA  ,72594 ,40 48N ,124 10W,  18  ,X
CA,FORTUNA/FOT/VOR ,     ,      ,      ,40 40N ,124 14W, 122  , 
CA,FORTUNA         ,KFOT , FOT  ,      ,40 33N ,124 08W, 120  ,X
CA,FRESNO          ,KFAT , FAT  ,72389 ,36 47N ,119 43W, 104  ,X
CA,FRESNO(VOR)     ,KCZQ , CZQ  ,      ,36 53N ,119 49W, 104  , 
CA,FRESNO CHANDLER ,KFCH , FCH  ,      ,36 43N ,119 49W,  85  ,X
CA,FULLERTON       ,KFUL , FUL  ,      ,33 52N ,117 59W,  35  ,X
CA,GRASS VALLEY    ,KGOO , GOO  ,      ,39 13N ,121 00W, 962  ,X
CA,HALF MOON BAY   ,KHAF , HAF  ,      ,37 31N ,122 30W,  21  ,X
CA,HANFORD         ,KHJO , HJO  ,      ,36 19N ,119 37W,  74  ,X
CA,HANFORD/SAN JOAQ,KHNX , HNX  ,      ,36 19N ,119 38W,  74  , 
CA,HANFORD         ,KO18 , O18  ,      ,36 19N ,119 38W,  74  ,X
CA,HAWTHORNE       ,KHHR , HHR  ,      ,33 55N ,118 20W,  18  ,X
CA,HAYWARD         ,KHWD , HWD  ,      ,37 40N ,122 07W,  21  ,X
CA,HEALDSBURG      ,KHES , HES  ,      ,38 39N ,122 54W,  85  ,X
CA,HECTOR(VOR)     ,KHEC , HEC  ,      ,34 48N ,116 28W, 617  , 
CA,HOLLISTER MUNI  ,KCVH , CVH  ,      ,36 54N ,121 25W,  70  ,X
CA,HUMBOLDT CTY/88D,KBHX , BHX  ,      ,40 30N ,124 18W, 732  , 
CA,HUNTER LIGGET   ,KHGT , HGT  ,69002 ,36 00N ,121 13W, 310  ,X
CA,IMPERIAL        ,KIPL , IPL  ,      ,32 50N ,115 35W, -17  ,X
CA,IMPERIAL BEACH  ,KNRS , NRS  ,      ,32 34N ,117 07W,   7  ,X
CA,INYOKERN        ,KIYK , IYK  ,      ,35 40N ,117 49W, 749  ,X
CA,LA VERNE/BRACKET,KPOC , POC  ,      ,34 06N ,117 46W, 308  ,X
CA,LANCASTER/FOX   ,KWJF , WJF  ,      ,34 43N ,118 13W, 715  ,X
CA,LEMOORE NAS/REEV,KNLC , NLC  ,74702 ,36 19N ,119 57W,  72  ,X
CA,LINCOLN         ,KLHM , LHM  ,      ,38 55N ,121 21W,  37  ,X
CA,LITTLE RIVER    ,KLLR , LLR  ,      ,39 16N ,123 45W, 175  ,X
CA,LIVERMORE       ,KLVK , LVK  ,      ,37 42N ,121 49W, 117  ,X
CA,LOMPOC          ,KLPC , LPC  ,74606 ,34 40N ,120 28W,  27  ,X
CA,LONG BEACH      ,KLGB , LGB  ,72297 ,33 49N ,118 09W,  10  ,X
CA,LOS ALAMITOS AAF,KSLI , SLI  ,      ,33 46N ,118 02W,  11  ,X
CA,LOS ANGELES     ,KLAX , LAX  ,72295 ,33 56N ,118 23W,  46  ,X
CA,LOS ANGELES/OXNA,KLOX , LOX  ,      ,34 12N ,119 12W,  20  , 
CA,LOS ANGELS/ARTCC,KZLA , ZLA  ,      ,34 38N ,118 05W, 819  , 
CA,LOS ANGELES     ,KCQT , CQT  ,      ,34 01N ,118 17W,  56  ,X
CA,LA / WHITEMAN   ,KWHP ,      ,      ,34 15N ,118 25W, 306  ,X
CA,MADERA          ,KMAE , MAE  ,      ,36 59N ,120 07W,  77  ,X
CA,MAMMOTH/JUNE LAK,KMMH , MMH  ,      ,37 37N ,118 49W,2173  ,X
CA,MARYSVILLE      ,KMYV , MYV  ,      ,39 06N ,121 34W,  21  ,X
CA,MATHER FIELD    ,KMHR , MHR  ,      ,38 32N ,121 17W,  29  ,X
CA,MCCLELLAN AFB   ,KMCC , MCC  ,      ,38 40N ,121 24W,  23  ,X
CA,MERCED          ,KMCE , MCE  ,      ,37 17N ,120 30W,  47  ,X
CA,MERCED/CASTLE AF,KMER , MER  ,72481 ,37 23N ,120 34W,  57  ,X
CA,MIRAMAR NAS/SAN ,KNKX , NKX  ,72293 ,32 52N ,117 08W, 146  ,X
CA,MISSION BAY VOR ,KMZB , MZB  ,      ,32 47N ,117 14W,  12  , 
CA,MODESTO         ,KMOD , MOD  ,      ,37 37N ,120 57W,  29  ,X
CA,MOFFETT NAS/MTN ,KNUQ , NUQ  ,74509 ,37 24N ,122 03W,  12  ,X
CA,MOJAVE          ,KMHV , MHV  ,      ,35 04N ,118 09W, 849  ,X
CA,MONTAGUE/SISKIYO,KSIY , SIY  ,      ,41 46N ,122 28W, 807  ,X
CA,MONTEREY        ,KMRY , MRY  ,      ,36 35N ,121 51W,  66  ,X
CA,MONTEREY/WFOKMTR,     ,      ,      ,36 35N ,121 51W,  66  , 
CA,MOUNT SHASTA    ,KMHS , MHS  ,72595 ,41 19N ,122 19W,1078  ,X
CA,MOUNT WILSON    ,KMWS , MWS  ,72289 ,34 14N ,118 03W,1739  ,X
CA,MURRIETA/TEMECUL,KF70 , F70  ,      ,33 34N ,117 08W, 412  ,X
CA,NAPA            ,KAPC , APC  ,      ,38 12N ,122 17W,  13  ,X
CA,NEEDLES         ,KEED , EED  ,72380 ,34 46N ,114 37W, 302  ,X
CA,NEWHALL         ,K3A6 , 3A6  ,      ,34 22N ,118 34W, 427  ,X
CA,NORTH ISLAND NAS,KNZY , NZY  ,      ,32 42N ,117 13W,   8  ,X
CA,NOVATO/GNOSS FLD,KDVO , DVO  ,      ,38 09N ,122 33W,   1  ,X
CA,OAKLAND         ,KOAK , OAK  ,72493 ,37 43N ,122 14W,  26  ,X
CA,OAKLAND/ARTCC   ,KZOA , ZOA  ,      ,37 33N ,122 01W,  11  , 
CA,OCEANSIDE       ,KOKB , OKB  ,      ,33 13N ,117 21W,   8  ,X
CA,OCEANSIDE/RED-B ,KNXF , NXF  ,      ,33 17N ,117 27W,  27  ,X
CA,ONTARIO         ,KONT , ONT  ,      ,34 03N ,117 35W, 274  ,X
CA,ORANGE CTY/88D  ,KSOX , SOX  ,      ,33 49N ,117 38W, 923  , 
CA,ORCUTT OIL/VBG  ,KVBX , VBX  ,      ,34 50N ,120 24W, 373  , 
CA,OROVILLE        ,KOVE , OVE  ,      ,39 30N ,121 37W,  58  ,X
CA,OXNARD          ,KOXR , OXR  ,      ,34 12N ,119 12W,  20  ,X
CA,PALM SPRINGS    ,KPSP , PSP  ,      ,33 49N ,116 30W, 135  ,X
CA,PALMDALE        ,KPMD , PMD  ,72382 ,34 38N ,118 05W, 780  ,X
CA,PALMDALE        ,KGXA , GXA  ,      ,34 34N ,117 40W, 923  ,X
CA,PALO ALTO       ,KPAO , PAO  ,      ,37 28N ,122 07W,   2  ,X
CA,PASO ROBLES     ,KPRB , PRB  ,      ,35 40N ,120 38W, 245  ,X
CA,PETALUMA        ,KO69 , O69  ,      ,38 15N ,122 36W,  28  ,X
CA,PLACERVILLE     ,KPVF , PVF  ,      ,38 43N ,120 45W, 789  ,X
CA,POINT MUGU NAS  ,KNTD , NTD  ,72391 ,34 07N ,119 07W,   4  ,X
CA,POINT REYES VOR ,KPYE , PYE  ,      ,38 05N ,122 52W, 447  , 
CA,PORTERVILLE     ,KPTV , PTV  ,      ,36 01N ,119 04W, 135  ,X
CA,PT. PIEDRAS BLAN,K87Q , 87Q  ,72390 ,35 40N ,121 17W,  27  ,X
CA,RED BLUFF       ,KRBL , RBL  ,72591 ,40 09N ,122 15W, 104  ,X
CA,REDDING         ,KRDD , RDD  ,72592 ,40 31N ,122 18W, 155  ,X
CA,REDLANDS        ,KREI , REI  ,      ,34 05N ,117 09W, 480  ,X
CA,RIO VISTA       ,KO88 , O88  ,      ,38 12N ,121 42W,   7  ,X
CA,RIVERSIDE       ,KRAL , RAL  ,      ,33 57N ,117 27W, 252  ,X
CA,RIVERSIDE/MARCH ,KRIV , RIV  ,72286 ,33 52N ,117 16W, 469  ,X
CA,RAMONA          ,KRNM , RNM  ,      ,33 02N ,116 55W, 427  ,X
CA,SACRAMENTO      ,KSAC , SAC  ,      ,38 30N ,121 30W,  11  ,X
CA,SACRAMENTO/WFO  ,KSTO , STO  ,72483 ,38 30N ,121 30W,  11  , 
CA,SACRAMENTO/RFC  ,KRSA , RSA  ,      ,38 30N ,121 30W,  11  , 
CA,SACRAMENTO/88D  ,KDAX , DAX  ,      ,38 30N ,121 41W,   9  , 
CA,SACRAMENTO/METRO,KSMF , SMF  ,      ,38 42N ,121 36W,   6  ,X
CA,SALINAS         ,KSNS , SNS  ,      ,36 40N ,121 36W,  30  ,X
CA,SAN BERNARDINO  ,KSBD , SBD  ,      ,34 05N ,117 15W, 353  ,X
CA,SAN CARLOS AIRPO,KSQL , SQL  ,      ,37 31N ,122 15W,   1  ,X
CA,SAN CLEMENTE IS.,KNUC , NUC  ,      ,33 01N ,118 34W,  55  ,X
CA,SAN DIEGO       ,KSAN , SAN  ,72290 ,32 44N ,117 11W,  12  ,X
CA,SAN DIEGO/MNTGMY,KMYF , MYF  ,      ,32 49N ,117 08W, 136  ,X
CA,SAN DIEGO/BROWN ,KSDM , SDM  ,      ,32 35N ,117 00W, 159  ,X
CA,SAN DIEGO/SANTEE,KSEE , SEE  ,      ,32 49N ,116 58W, 117  ,X
CA,SAN DIEGO/WFO   ,KSGX , SGX  ,      ,32 44N ,117 10W,   9  , 
CA,SAN FRANCISCO   ,KSFO , SFO  ,72494 ,37 37N ,122 22W,   3  ,X
CA,SAN JOSE        ,KSJC , SJC  ,74505 ,37 22N ,121 55W,  24  ,X
CA,SAN JOSE/REID   ,KRHV , RHV  ,      ,37 19N ,121 49W,  41  ,X
CA,SAN LUIS OBISPO ,KSBP , SBP  ,      ,35 14N ,120 38W,  59  ,X
CA,SAN MARTIN      ,KE16 , E16  ,      ,37 05N ,121 36W,  86  ,X
CA,SAN NICOLAS ISLA,KNSI , NSI  ,72291 ,33 13N ,119 27W, 154  ,X
CA,SANDBERG        ,KSDB , SDB  ,72383 ,34 45N ,118 43W,1377  ,X
CA,COSTA MESA      ,KSNA , SNA  ,      ,33 40N ,117 52W,  16  ,X
CA,SANTA BARBARA   ,KSBA , SBA  ,      ,34 26N ,119 51W,   3  ,X
CA,SANTA BARB(VOR) ,KRZS , RZS  ,      ,34 31N ,119 46W,1104  , 
CA,SANTA CLAR/88D  ,KMUX , MUX  ,      ,37 09N ,121 54W,1057  , 
CA,SANTA MARIA     ,KSMX , SMX  ,72394 ,34 54N ,120 27W,  74  ,X
CA,SANTA MONICA    ,KSMO , SMO  ,      ,34 01N ,118 27W,  57  ,X
CA,SANTA ROSA      ,KSTS , STS  ,      ,38 30N ,122 49W,  39  ,X
CA,SANTA YNEZ      ,KIZA , IZA  ,      ,34 36N ,120 04W, 205  ,X
CA,SHELTER COVE    ,KO87 , O87  ,      ,40 01N ,124 04W,  21  ,X
CA,SOUTH LAKE TAHOE,KTVL , TVL  ,      ,38 54N ,120 00W,1924  ,X
CA,STOCKTON        ,KSCK , SCK  ,72492 ,37 53N ,121 13W,  10  ,X
CA,SUSANVILLE MUNI ,KSVE , SVE  ,72584 ,40 22N ,120 34W,1263  ,X
CA,THERMAL/PALM SPG,KTRM , TRM  ,      ,33 38N ,116 10W, -35  ,X
CA,TORRANCE MUNICIP,KTOA , TOA  ,      ,33 47N ,118 19W,  31  ,X
CA,TRAVIS AFB/FAIRF,KSUU , SUU  ,74516 ,38 16N ,121 55W,  19  ,X
CA,TRUCKEE TAHOE   ,KTRK , TRK  ,      ,39 19N ,120 07W,1798  ,X
CA,TEHACHAPI       ,KTSP , TSP  ,      ,35 08N ,118 26W,1220  ,X
CA,TRINITY CENTER  ,KO86 , O86  ,      ,40 59N ,122 42W, 729  ,X
CA,TWENTYNINE PALMS,KNXP , NXP  ,69015 ,34 17N ,116 10W, 626  ,X
CA,UKIAH           ,KUKI , UKI  ,      ,39 07N ,123 12W, 187  ,X
CA,UKIAH(VOR)      ,KENI , ENI  ,      ,39 03N ,123 16W, 187  , 
CA,VACAVILLE       ,KVCB , VCB  ,      ,38 23N ,121 57W,  33  ,X
CA,VAN NUYS        ,KVNY , VNY  ,      ,34 13N ,118 29W, 245  ,X
CA,VANDENBERG AFB  ,KVBG , VBG  ,72393 ,34 44N ,120 35W, 112  ,X
CA,VANDENBERG RANGE,KXVW , XVW  ,      ,34 43N ,120 34W, 100  ,X
CA,VENTURA CTY/88D ,KVTX , VTX  ,      ,34 25N ,119 11W, 831  , 
CA,VICTORVILLE     ,KVCV , VCV  ,      ,34 35N ,117 23W, 876  ,X
CA,VISALIA MUNI    ,KVIS , VIS  ,      ,36 19N ,119 24W,  89  ,X
CA,WATSONVILLE     ,KWVI , WVI  ,      ,36 56N ,121 47W,  43  ,X
CA,WEAVERVILLE     ,KO54 , O54  ,      ,40 45N ,122 55W, 717  ,X
CA,ALTURAS         ,KO00 , O00  ,      ,41 29N ,120 34W,1331  ,Z
CA,ALTURAS         ,KS11 , S11  ,      ,41 30N ,120 31W,1341  ,Z
CA,BODEGA BAY      ,K92Q , 92Q  ,      ,38 19N ,123 03W,   3  ,Z
CA,CROWS LANDING   ,KNRC , NRC  ,      ,37 24N ,121 06W,  50  ,Z
